,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
951,41,0,Non-Travel,Sales,10,2,3,0,Sales Executive,2,Single,6151,1,0,13,1,3,19,2
952,31,1,Travel_Frequently,Sales,1,3,4,1,Sales Representative,2,Single,2302,1,1,11,1,4,3,2
953,44,1,Travel_Rarely,Research & Development,3,3,1,0,Laboratory Technician,1,Married,2362,4,0,12,3,4,3,2
954,42,0,Non-Travel,Research & Development,2,1,3,0,Manager,3,Married,17861,0,1,13,4,2,20,8
955,55,0,Travel_Rarely,Research & Development,2,2,4,1,Manager,3,Married,19187,4,0,14,4,3,19,9
956,56,0,Travel_Rarely,Human Resources,8,4,4,0,Manager,2,Single,19717,6,0,14,1,3,7,3
957,40,0,Non-Travel,Research & Development,16,2,3,0,Research Scientist,3,Divorced,3544,9,0,16,2,3,4,2
958,34,0,Travel_Rarely,Research & Development,9,3,4,0,Healthcare Representative,4,Divorced,8500,0,0,11,4,2,9,7
959,40,0,Travel_Rarely,Research & Development,2,3,3,0,Research Scientist,4,Single,4661,1,0,13,3,3,9,8
960,41,0,Travel_Frequently,Sales,1,3,3,1,Sales Executive,1,Divorced,4103,0,0,17,4,3,9,3
961,35,0,Travel_Frequently,Research & Development,4,4,3,0,Research Scientist,3,Single,4249,1,1,11,2,3,9,6
962,51,0,Travel_Rarely,Human Resources,5,3,3,0,Manager,2,Divorced,14026,1,1,11,2,3,33,9
963,38,0,Travel_Rarely,Sales,2,2,2,1,Sales Executive,1,Divorced,6893,3,0,15,4,3,7,7
964,34,0,Travel_Rarely,Sales,15,2,3,1,Sales Executive,1,Single,6125,1,0,12,4,4,10,8
965,25,0,Travel_Rarely,Research & Development,19,1,4,0,Laboratory Technician,4,Married,3669,3,0,11,3,2,3,2
966,58,1,Travel_Rarely,Research & Development,7,4,3,1,Manufacturing Director,1,Married,10008,7,1,14,4,2,10,9
967,40,0,Travel_Rarely,Research & Development,1,4,2,0,Laboratory Technician,2,Married,2387,3,0,22,3,3,4,2
968,36,0,Travel_Frequently,Sales,7,3,1,1,Sales Executive,1,Married,4639,2,0,16,4,2,15,7
969,48,0,Travel_Rarely,Research & Development,4,3,4,0,Manufacturing Director,4,Single,7898,1,0,11,3,3,10,9
970,27,0,Travel_Rarely,Sales,11,3,3,1,Sales Representative,4,Married,2534,8,0,14,2,3,1,0
971,51,0,Travel_Rarely,Research & Development,11,2,4,1,Manufacturing Director,2,Single,13142,3,0,16,2,2,5,2
972,18,0,Non-Travel,Research & Development,1,3,4,1,Laboratory Technician,4,Single,1611,1,0,15,3,4,0,0
973,35,0,Travel_Rarely,Research & Development,1,3,4,1,Laboratory Technician,4,Married,5363,0,0,12,2,3,9,7
974,27,0,Travel_Frequently,Sales,2,1,4,0,Sales Executive,4,Single,5071,3,0,20,2,3,6,2
975,55,1,Travel_Rarely,Sales,13,4,1,0,Sales Executive,3,Single,13695,6,1,17,3,2,19,7
976,56,0,Travel_Rarely,Research & Development,23,3,4,0,Manufacturing Director,2,Married,13402,4,1,12,1,3,19,16
977,34,0,Non-Travel,Research & Development,26,1,1,1,Research Scientist,3,Divorced,2029,1,0,20,3,3,5,4
978,40,0,Travel_Rarely,Research & Development,2,1,2,1,Healthcare Representative,3,Divorced,6377,5,0,20,2,3,12,11
979,34,0,Travel_Rarely,Research & Development,29,3,2,0,Laboratory Technician,3,Married,5429,4,0,13,1,3,8,7
980,31,1,Travel_Frequently,Sales,2,3,3,1,Sales Representative,4,Single,2785,7,0,14,3,4,1,0
981,35,1,Travel_Frequently,Sales,18,4,4,1,Sales Executive,3,Married,4614,0,1,18,3,2,4,2
982,38,0,Travel_Frequently,Research & Development,7,3,4,0,Research Scientist,3,Divorced,2610,1,0,11,4,3,4,2
983,34,0,Travel_Rarely,Research & Development,2,4,3,1,Healthcare Representative,4,Single,6687,1,0,11,4,4,14,11
984,28,0,Travel_Rarely,Sales,26,3,3,0,Sales Executive,1,Married,4724,1,0,11,3,3,5,3
985,31,1,Travel_Rarely,Research & Development,22,4,4,0,Manufacturing Director,3,Married,6179,1,1,15,4,2,10,2
986,39,0,Travel_Rarely,Sales,21,4,1,0,Sales Executive,4,Married,6120,3,1,12,4,4,5,4
987,51,0,Travel_Frequently,Sales,2,3,2,0,Sales Executive,2,Married,10596,2,0,11,2,3,4,2
988,41,0,Travel_Frequently,Research & Development,22,3,4,1,Research Scientist,4,Divorced,5467,3,1,14,1,2,6,2
989,37,0,Travel_Rarely,Research & Development,4,1,3,0,Research Scientist,3,Married,2996,7,1,15,4,3,6,4
990,33,0,Travel_Frequently,Sales,5,1,2,0,Sales Executive,4,Married,9998,6,0,13,1,4,5,4
991,32,0,Travel_Rarely,Sales,2,1,3,0,Sales Executive,2,Married,4078,0,1,13,1,2,3,2
992,39,0,Non-Travel,Research & Development,25,2,3,0,Healthcare Representative,3,Married,10920,3,0,21,2,3,6,4
993,25,0,Travel_Rarely,Sales,18,1,1,0,Sales Executive,3,Married,6232,2,0,11,2,2,3,2
994,52,0,Travel_Frequently,Research & Development,28,2,4,1,Manufacturing Director,3,Married,13247,2,1,11,2,2,5,3
995,43,0,Travel_Rarely,Research & Development,6,3,1,1,Research Scientist,3,Single,4081,1,1,14,1,1,20,7
996,27,0,Travel_Rarely,Sales,10,3,4,1,Sales Executive,4,Married,5769,1,1,11,4,3,6,2
997,27,1,Travel_Rarely,Research & Development,17,4,4,1,Research Scientist,3,Single,2394,1,1,13,4,3,8,2
998,26,0,Travel_Rarely,Research & Development,2,1,1,0,Research Scientist,4,Single,3904,0,0,12,4,3,4,3
999,42,0,Travel_Rarely,Human Resources,10,3,3,1,Manager,1,Married,16799,0,0,14,3,3,20,7
1000,52,0,Travel_Rarely,Research & Development,8,4,3,1,Laboratory Technician,1,Married,2950,9,0,13,3,1,5,4
1001,37,0,Travel_Rarely,Research & Development,11,3,1,1,Laboratory Technician,3,Single,3629,4,0,18,1,3,3,2
1002,35,0,Travel_Frequently,Research & Development,18,2,3,0,Manufacturing Director,4,Single,9362,2,0,11,3,3,2,2
1003,25,0,Travel_Rarely,Research & Development,1,3,1,0,Laboratory Technician,4,Married,3229,4,0,11,2,2,3,2
1004,26,0,Travel_Rarely,Research & Development,7,3,3,0,Laboratory Technician,1,Single,3578,0,0,12,4,3,7,7
1005,29,0,Travel_Rarely,Human Resources,17,3,2,0,Human Resources,1,Single,7988,1,0,13,1,2,10,9
1006,49,1,Travel_Frequently,Research & Development,28,2,1,0,Laboratory Technician,1,Single,4284,3,0,20,1,3,4,3
1007,29,1,Travel_Frequently,Research & Development,14,1,3,1,Healthcare Representative,4,Single,7553,0,1,12,1,3,8,7
1008,54,0,Travel_Rarely,Research & Development,1,3,4,1,Research Director,4,Single,17328,6,0,19,4,2,20,7
1009,58,0,Travel_Rarely,Research & Development,1,3,4,1,Research Director,1,Married,19701,3,1,21,3,3,9,8
1010,55,0,Travel_Rarely,Research & Development,1,4,2,0,Research Director,4,Divorced,14732,2,0,13,4,4,7,7
1011,36,0,Travel_Rarely,Sales,3,4,1,1,Sales Executive,2,Single,9278,3,1,16,4,3,5,4
1012,31,1,Travel_Frequently,Sales,1,4,2,1,Sales Representative,3,Single,1359,1,0,12,2,3,1,0
1013,30,0,Travel_Rarely,Sales,7,4,4,1,Sales Executive,1,Divorced,4779,7,0,14,2,3,3,2
1014,31,0,Travel_Rarely,Research & Development,8,5,1,1,Research Director,2,Single,16422,3,0,11,3,4,3,2
1015,34,0,Travel_Frequently,Research & Development,1,4,4,0,Research Scientist,1,Divorced,2996,5,0,14,3,3,4,3
1016,31,1,Travel_Rarely,Research & Development,8,3,1,1,Research Scientist,2,Single,1261,1,0,12,3,4,1,0
1017,27,0,Travel_Rarely,Research & Development,11,1,2,0,Laboratory Technician,1,Married,2099,0,0,14,2,4,5,0
1018,36,0,Travel_Rarely,Research & Development,4,4,1,0,Laboratory Technician,4,Single,5810,1,0,16,3,2,10,4
1019,36,0,Travel_Rarely,Sales,16,4,3,1,Sales Executive,1,Married,5647,4,0,13,1,2,3,2
1020,47,0,Travel_Rarely,Research & Development,1,3,1,0,Research Scientist,4,Married,3420,7,0,12,3,2,6,5
1021,25,1,Travel_Rarely,Sales,9,2,1,0,Sales Representative,1,Married,4400,3,0,12,1,3,3,2
1022,37,0,Non-Travel,Research & Development,5,2,3,0,Laboratory Technician,3,Single,3500,0,0,14,1,1,6,5
1023,56,0,Travel_Rarely,Research & Development,1,2,1,1,Research Scientist,1,Married,2066,2,0,22,4,4,3,2
1024,47,0,Travel_Rarely,Research & Development,2,4,1,1,Research Director,3,Married,17169,3,0,19,2,4,20,17
1025,24,0,Travel_Rarely,Sales,4,1,4,1,Sales Executive,3,Married,4162,1,1,12,3,3,5,4
1026,32,0,Travel_Rarely,Sales,7,5,4,0,Sales Executive,4,Married,9204,4,0,12,3,2,4,3
1027,34,0,Travel_Rarely,Research & Development,1,3,4,1,Laboratory Technician,2,Married,3294,5,0,17,1,2,5,4
1028,41,0,Travel_Rarely,Research & Development,5,5,2,0,Research Scientist,3,Married,2127,2,1,12,1,2,4,2
1029,40,0,Non-Travel,Research & Development,9,4,3,0,Laboratory Technician,3,Divorced,3975,3,0,11,3,4,8,7
1030,31,0,Travel_Rarely,Sales,8,2,1,0,Sales Executive,4,Divorced,10793,1,0,18,1,3,13,7
1031,46,1,Travel_Rarely,Sales,9,3,1,0,Sales Executive,4,Divorced,10096,4,0,11,1,4,7,7
1032,39,1,Non-Travel,Research & Development,2,3,1,1,Laboratory Technician,1,Single,3646,2,1,23,2,4,1,0
1033,31,1,Travel_Frequently,Research & Development,1,5,3,1,Manufacturing Director,2,Single,7446,1,0,11,1,3,10,8
1034,45,0,Travel_Rarely,Research & Development,20,3,2,0,Healthcare Representative,1,Divorced,10851,2,1,18,2,3,7,7
1035,31,0,Travel_Rarely,Human Resources,8,2,4,1,Human Resources,2,Single,2109,9,0,18,4,3,3,2
1036,31,1,Travel_Frequently,Research & Development,2,3,2,0,Laboratory Technician,4,Married,3722,6,1,13,3,1,2,2
1037,45,0,Travel_Rarely,Research & Development,29,3,2,0,Manufacturing Director,4,Married,9380,4,1,18,4,4,3,1
1038,48,0,Travel_Rarely,Sales,7,3,3,0,Sales Executive,1,Divorced,5486,4,0,11,1,3,2,2
1039,34,1,Travel_Rarely,Human Resources,9,4,1,1,Human Resources,3,Married,2742,1,0,15,4,3,2,2
1040,40,0,Non-Travel,Research & Development,8,1,4,0,Research Director,2,Divorced,13757,2,0,11,3,3,9,8
1041,28,0,Travel_Rarely,Sales,5,3,4,0,Sales Executive,1,Single,8463,0,0,18,4,3,5,4
1042,44,0,Non-Travel,Research & Development,5,3,3,0,Laboratory Technician,3,Single,3162,3,0,14,4,3,5,2
1043,53,0,Travel_Rarely,Research & Development,2,3,4,0,Research Director,2,Single,16598,4,0,12,2,2,9,8
1044,49,0,Travel_Rarely,Research & Development,5,4,1,0,Healthcare Representative,3,Married,6651,2,0,14,2,2,3,2
1045,40,0,Travel_Rarely,Research & Development,2,3,3,0,Research Scientist,3,Divorced,2345,2,0,14,3,4,3,1
1046,44,0,Travel_Rarely,Research & Development,20,3,4,0,Research Scientist,2,Single,3420,1,0,13,3,2,5,2
1047,33,0,Travel_Frequently,Sales,7,3,4,0,Sales Executive,1,Married,4373,0,0,14,1,3,4,3
1048,34,0,Travel_Rarely,Sales,3,3,4,0,Sales Executive,1,Single,4759,3,0,18,4,3,13,9
1049,30,0,Travel_Rarely,Sales,16,1,4,0,Sales Executive,3,Married,5301,8,0,15,3,2,2,1
1050,42,0,Travel_Frequently,Research & Development,9,2,1,1,Laboratory Technician,4,Single,3673,1,0,13,3,3,12,9
1051,44,0,Travel_Frequently,Sales,1,5,1,1,Sales Executive,3,Married,4768,7,0,12,3,2,1,0
1052,30,0,Non-Travel,Research & Development,7,3,3,0,Research Scientist,3,Divorced,1274,1,0,13,2,2,1,0
1053,57,0,Travel_Rarely,Research & Development,1,2,2,0,Research Scientist,3,Married,4900,0,0,24,1,2,12,9
1054,49,0,Travel_Rarely,Research & Development,7,4,3,0,Healthcare Representative,2,Divorced,10466,3,0,14,2,3,8,7
1055,34,0,Travel_Frequently,Research & Development,15,3,2,0,Research Director,1,Divorced,17007,7,0,14,4,2,14,8
1056,28,1,Travel_Frequently,Sales,1,3,1,0,Sales Representative,3,Married,2909,3,0,15,4,4,3,2
1057,29,1,Travel_Frequently,Sales,13,3,1,1,Sales Executive,2,Single,5765,5,0,11,1,1,5,3
1058,34,1,Travel_Rarely,Sales,24,4,1,1,Sales Executive,2,Single,4599,0,1,23,3,4,15,9
1059,35,0,Travel_Rarely,Sales,7,1,4,0,Sales Representative,3,Married,2404,1,0,13,1,3,1,0
1060,24,1,Travel_Frequently,Research & Development,9,3,2,0,Laboratory Technician,1,Single,3172,2,1,11,3,2,0,0
1061,24,0,Non-Travel,Sales,13,2,4,1,Sales Representative,2,Married,2033,1,0,13,3,3,1,0
1062,44,0,Travel_Frequently,Research & Development,2,1,2,0,Manufacturing Director,3,Single,10209,5,1,18,2,2,2,2
1063,29,0,Travel_Rarely,Sales,19,3,3,0,Sales Executive,3,Divorced,8620,1,0,14,3,3,10,7
1064,30,0,Travel_Rarely,Human Resources,1,3,3,0,Human Resources,3,Divorced,2064,0,0,21,1,4,5,3
1065,55,0,Travel_Rarely,Research & Development,4,4,4,0,Healthcare Representative,3,Married,4035,0,1,16,2,3,3,2
1066,33,0,Travel_Rarely,Research & Development,4,4,1,1,Laboratory Technician,2,Married,3838,8,0,11,4,3,5,4
1067,47,0,Travel_Rarely,Sales,14,3,3,1,Sales Executive,3,Married,4591,3,1,17,3,2,5,4
1068,28,1,Travel_Frequently,Research & Development,2,2,3,0,Laboratory Technician,1,Single,2561,7,0,11,3,2,0,0
1069,28,0,Travel_Rarely,Research & Development,1,3,1,0,Research Scientist,3,Divorced,1563,1,0,14,4,1,1,0
1070,28,0,Travel_Frequently,Sales,7,3,3,0,Sales Executive,1,Single,4898,0,0,14,4,3,4,2
1071,49,0,Travel_Rarely,Research & Development,3,2,3,1,Laboratory Technician,1,Married,4789,4,0,25,1,3,3,2
1072,29,0,Travel_Frequently,Research & Development,2,1,4,1,Laboratory Technician,2,Married,3180,0,0,13,3,3,3,2
1073,28,0,Travel_Rarely,Research & Development,29,1,3,0,Manufacturing Director,2,Married,6549,1,0,14,2,2,8,6
1074,33,0,Travel_Rarely,Research & Development,8,5,4,0,Healthcare Representative,3,Single,6388,2,1,17,1,3,0,0
1075,32,0,Travel_Rarely,Research & Development,10,3,3,0,Manager,4,Single,11244,2,0,25,2,4,5,2
1076,54,0,Travel_Frequently,Research & Development,11,4,2,1,Manager,4,Divorced,16032,3,0,20,1,3,14,9
1077,29,1,Travel_Rarely,Research & Development,1,4,1,0,Research Scientist,1,Single,2362,6,0,13,3,1,9,7
1078,44,0,Travel_Rarely,Research & Development,28,3,4,0,Research Director,1,Married,16328,3,0,13,3,4,20,6
1079,39,0,Travel_Rarely,Research & Development,6,3,2,1,Manufacturing Director,2,Single,8376,4,0,18,4,3,2,0
1080,46,0,Travel_Rarely,Sales,3,3,3,1,Manager,2,Married,16606,8,0,12,4,4,13,12
1081,35,0,Travel_Rarely,Research & Development,16,3,4,1,Healthcare Representative,2,Single,8606,1,0,19,4,1,11,8
1082,23,0,Travel_Rarely,Research & Development,20,1,1,0,Laboratory Technician,3,Single,2272,0,0,14,2,3,4,3
1083,40,1,Travel_Rarely,Research & Development,9,4,4,0,Laboratory Technician,1,Single,2018,3,0,14,2,1,5,4
1084,34,0,Travel_Rarely,Sales,1,3,4,0,Sales Executive,3,Married,7083,1,1,14,4,3,10,9
1085,31,1,Travel_Frequently,Research & Development,3,3,4,1,Research Scientist,3,Single,4084,1,0,12,1,1,7,2
1086,50,0,Travel_Frequently,Research & Development,22,5,3,0,Research Director,4,Single,14411,1,1,13,4,3,32,6
1087,34,0,Travel_Rarely,Sales,7,2,2,0,Sales Representative,3,Married,2308,0,1,25,2,3,11,10
1088,42,0,Travel_Rarely,Research & Development,2,3,3,0,Laboratory Technician,2,Married,4841,4,0,14,2,3,1,0
1089,37,0,Travel_Rarely,Research & Development,13,3,1,0,Research Scientist,4,Married,4285,1,0,17,1,3,10,8
1090,29,0,Travel_Rarely,Research & Development,8,1,3,1,Healthcare Representative,1,Married,9715,3,0,13,3,3,7,7
1091,33,0,Travel_Rarely,Research & Development,25,3,4,0,Manufacturing Director,2,Single,4320,1,0,13,4,3,5,3
1092,45,0,Travel_Rarely,Research & Development,28,3,4,0,Research Scientist,4,Married,2132,4,0,20,4,3,5,4
1093,42,0,Travel_Frequently,Research & Development,2,3,4,0,Healthcare Representative,4,Married,10124,2,1,14,3,1,20,8
1094,40,0,Travel_Rarely,Sales,9,2,1,0,Sales Executive,1,Married,5473,0,0,12,4,4,8,4
1095,33,0,Travel_Rarely,Research & Development,28,4,2,0,Laboratory Technician,3,Married,5207,1,1,12,2,3,15,14
1096,40,0,Travel_Rarely,Human Resources,6,2,3,0,Manager,4,Single,16437,1,1,21,4,3,21,7
1097,24,0,Travel_Rarely,Research & Development,21,2,3,0,Laboratory Technician,1,Divorced,2296,0,0,14,2,3,1,1
1098,40,0,Non-Travel,Research & Development,8,2,4,0,Healthcare Representative,4,Divorced,4069,3,1,18,3,3,2,2
1099,45,0,Travel_Rarely,Research & Development,1,4,1,0,Healthcare Representative,2,Divorced,7441,1,0,12,1,3,10,8
1100,35,0,Travel_Rarely,Sales,28,4,2,1,Sales Representative,3,Married,2430,0,0,23,1,3,5,3
1101,32,0,Travel_Rarely,Research & Development,5,2,4,1,Research Scientist,2,Married,5878,3,0,12,1,3,7,1
1102,36,0,Travel_Rarely,Sales,2,4,3,0,Sales Representative,4,Single,2644,3,1,21,4,2,3,2
1103,48,0,Travel_Rarely,Sales,16,4,3,1,Sales Executive,3,Divorced,6439,8,0,14,3,3,8,7
1104,29,0,Travel_Rarely,Research & Development,9,3,3,0,Research Scientist,3,Married,2451,6,0,18,1,2,1,0
1105,33,0,Travel_Rarely,Sales,8,4,1,0,Sales Executive,1,Married,6392,2,0,13,4,1,2,2
1106,30,1,Travel_Rarely,Sales,1,3,2,0,Sales Executive,1,Married,9714,1,0,11,4,3,10,8
1107,38,0,Travel_Frequently,Human Resources,10,4,3,0,Human Resources,3,Married,6077,3,0,11,3,3,6,3
1108,35,0,Travel_Rarely,Research & Development,1,3,4,0,Laboratory Technician,1,Single,2450,1,0,19,2,3,3,0
1109,30,0,Travel_Rarely,Sales,29,4,3,0,Sales Executive,2,Married,9250,3,0,12,2,3,4,2
1110,35,1,Travel_Rarely,Research & Development,2,3,1,1,Laboratory Technician,1,Divorced,2074,1,1,12,4,3,1,0
1111,53,1,Travel_Rarely,Research & Development,2,5,3,1,Manufacturing Director,4,Married,10169,0,0,16,2,3,33,7
1112,38,1,Travel_Rarely,Research & Development,2,3,3,0,Manufacturing Director,2,Married,4855,4,0,11,1,3,5,2
1113,32,0,Non-Travel,Research & Development,1,4,4,0,Research Scientist,1,Married,4087,4,0,14,2,2,6,5
1114,48,0,Travel_Rarely,Research & Development,15,4,3,1,Research Scientist,1,Married,2367,8,0,12,4,2,8,2
1115,34,0,Travel_Rarely,Research & Development,7,4,1,0,Research Scientist,4,Single,2972,1,0,13,3,1,1,0
1116,55,0,Travel_Rarely,Sales,26,5,3,0,Manager,4,Married,19586,1,0,21,3,3,36,6
1117,34,0,Travel_Rarely,Research & Development,1,4,2,0,Research Scientist,4,Married,5484,9,0,17,2,2,2,2
1118,26,0,Travel_Rarely,Research & Development,3,3,1,1,Research Scientist,4,Married,2061,1,0,21,1,3,1,0
1119,38,0,Travel_Rarely,Sales,14,3,3,0,Sales Executive,2,Married,9924,0,0,11,4,3,9,8
1120,38,0,Travel_Rarely,Sales,16,3,2,1,Sales Executive,2,Single,4198,2,0,12,2,4,3,2
1121,36,0,Travel_Rarely,Sales,1,4,2,1,Sales Executive,3,Single,6815,6,0,13,1,3,1,0
1122,29,0,Travel_Rarely,Research & Development,3,1,2,0,Laboratory Technician,1,Single,4723,1,1,18,4,3,10,9
1123,35,0,Travel_Rarely,Research & Development,10,4,1,1,Healthcare Representative,3,Single,6142,3,1,16,3,3,5,2
1124,39,0,Travel_Rarely,Sales,6,3,4,0,Sales Executive,3,Married,8237,2,0,11,1,3,7,6
1125,29,0,Travel_Frequently,Research & Development,2,1,1,0,Healthcare Representative,4,Divorced,8853,1,0,19,4,4,6,4
1126,50,0,Travel_Rarely,Sales,9,3,3,0,Manager,3,Married,19331,4,1,16,3,3,1,0
1127,23,0,Travel_Rarely,Research & Development,10,3,4,0,Research Scientist,3,Married,2073,2,0,16,4,3,2,2
1128,36,0,Travel_Frequently,Research & Development,6,4,1,0,Laboratory Technician,1,Married,5562,3,1,13,4,3,3,2
1129,42,0,Travel_Rarely,Research & Development,9,2,4,0,Manager,4,Single,19613,8,0,22,4,3,1,0
1130,35,0,Travel_Rarely,Research & Development,28,3,2,0,Laboratory Technician,3,Married,3407,1,0,17,4,2,10,9
1131,34,0,Travel_Frequently,Research & Development,10,4,4,0,Healthcare Representative,3,Married,5063,1,0,14,2,2,8,2
1132,40,0,Travel_Rarely,Sales,14,2,4,1,Sales Executive,1,Married,4639,1,0,15,3,3,5,4
1133,43,0,Travel_Rarely,Research & Development,27,3,4,0,Laboratory Technician,2,Divorced,4876,5,0,12,3,3,6,4
1134,35,0,Travel_Rarely,Research & Development,7,2,3,0,Laboratory Technician,4,Married,2690,1,0,18,4,2,1,0
1135,46,0,Travel_Rarely,Sales,1,4,4,0,Manager,1,Single,17567,1,0,15,2,1,26,0
1136,28,1,Travel_Rarely,Research & Development,24,3,3,0,Laboratory Technician,2,Married,2408,1,1,17,3,3,1,1
1137,22,0,Non-Travel,Research & Development,26,2,2,1,Research Scientist,3,Married,2814,1,1,14,2,2,4,2
1138,50,0,Travel_Frequently,Research & Development,20,5,2,0,Healthcare Representative,3,Married,11245,2,1,15,3,3,30,8
1139,32,0,Travel_Rarely,Research & Development,5,4,2,1,Research Scientist,4,Married,3312,3,0,17,4,3,3,2
1140,44,0,Travel_Rarely,Research & Development,7,3,2,1,Research Director,4,Divorced,19049,0,1,14,4,2,22,7
1141,30,0,Travel_Rarely,Research & Development,7,3,2,0,Research Scientist,2,Married,2141,1,0,12,2,2,6,4
1142,45,0,Travel_Rarely,Research & Development,5,5,3,1,Laboratory Technician,1,Single,5769,1,1,14,1,3,10,7
1143,45,0,Non-Travel,Sales,26,3,1,0,Sales Executive,1,Married,4385,1,0,15,1,3,10,7
1144,31,0,Travel_Frequently,Sales,2,4,4,0,Sales Executive,1,Single,5332,7,0,13,4,3,5,2
1145,36,0,Travel_Rarely,Research & Development,12,4,3,1,Manufacturing Director,3,Married,4663,9,1,12,2,3,3,2
1146,34,0,Travel_Frequently,Research & Development,10,4,3,0,Manufacturing Director,4,Divorced,4724,1,0,13,1,3,9,7
1147,49,0,Travel_Rarely,Research & Development,25,4,3,1,Laboratory Technician,1,Married,3211,1,0,14,4,2,9,6
1148,39,0,Travel_Rarely,Research & Development,10,5,2,0,Manufacturing Director,1,Married,5377,2,0,13,4,3,7,7
1149,27,0,Travel_Rarely,Research & Development,19,3,4,0,Laboratory Technician,1,Divorced,4066,1,0,11,1,3,7,7
1150,35,0,Travel_Rarely,Research & Development,18,5,2,0,Research Scientist,1,Married,5208,1,0,11,4,3,16,15
1151,28,0,Travel_Rarely,Research & Development,27,3,2,1,Manufacturing Director,1,Divorced,4877,0,0,21,2,2,5,3
1152,21,0,Travel_Rarely,Research & Development,5,1,3,0,Research Scientist,4,Single,3117,1,0,18,3,3,2,2
1153,18,1,Travel_Frequently,Sales,3,2,2,1,Sales Representative,4,Single,1569,1,1,12,3,4,0,0
1154,47,0,Travel_Rarely,Human Resources,26,4,4,1,Manager,3,Married,19658,3,0,11,3,3,5,2
1155,39,0,Travel_Rarely,Research & Development,3,2,3,0,Laboratory Technician,3,Divorced,3069,0,0,15,4,3,10,8
1156,40,0,Travel_Rarely,Research & Development,15,3,1,1,Manufacturing Director,3,Married,10435,1,0,13,4,3,18,15
1157,35,0,Non-Travel,Research & Development,8,4,3,1,Healthcare Representative,3,Married,4148,1,0,12,4,3,14,11
1158,37,0,Travel_Rarely,Research & Development,19,3,3,0,Manufacturing Director,3,Married,5768,3,0,17,1,2,4,3
1159,39,0,Travel_Frequently,Research & Development,4,3,1,1,Manufacturing Director,3,Single,5042,0,0,13,4,1,9,2
1160,45,0,Travel_Rarely,Research & Development,2,2,4,1,Manufacturing Director,4,Divorced,5770,1,0,19,1,3,10,7
1161,38,0,Travel_Rarely,Research & Development,2,2,4,1,Manufacturing Director,3,Married,7756,3,1,19,4,4,5,4
1162,35,1,Travel_Rarely,Sales,10,3,4,0,Sales Executive,1,Married,10306,9,0,17,3,3,13,12
1163,37,0,Travel_Rarely,Research & Development,10,3,2,1,Research Scientist,2,Married,3936,1,0,11,1,1,8,4
1164,40,0,Travel_Rarely,Research & Development,16,3,3,1,Manufacturing Director,4,Single,7945,6,1,15,4,2,4,2
1165,44,0,Travel_Frequently,Human Resources,1,5,1,0,Human Resources,4,Married,5743,4,1,11,3,3,10,7
1166,48,0,Travel_Frequently,Research & Development,4,5,3,0,Manager,4,Married,15202,2,0,25,2,3,2,2
1167,35,1,Travel_Rarely,Sales,15,2,1,0,Sales Executive,4,Divorced,5440,6,1,14,4,2,2,2
1168,24,0,Travel_Frequently,Research & Development,2,1,1,1,Research Scientist,4,Single,3760,1,1,13,3,3,6,3
1169,27,0,Travel_Rarely,Research & Development,8,3,2,1,Research Scientist,3,Married,3517,7,0,17,1,3,3,2
1170,27,0,Travel_Frequently,Research & Development,2,3,4,0,Research Scientist,4,Single,2580,2,0,13,3,2,4,2
1171,40,1,Travel_Rarely,Research & Development,7,3,1,0,Laboratory Technician,1,Single,2166,3,1,14,2,1,4,2
1172,29,0,Travel_Rarely,Sales,10,3,3,0,Sales Executive,3,Single,5869,9,0,11,3,3,5,2
1173,36,0,Travel_Rarely,Research & Development,5,4,2,1,Healthcare Representative,1,Married,8008,4,0,12,3,3,3,2
1174,25,0,Travel_Frequently,Research & Development,2,1,4,0,Manufacturing Director,3,Divorced,5206,1,0,17,3,3,7,7
1175,39,0,Travel_Rarely,Research & Development,12,3,4,0,Manufacturing Director,2,Married,5295,4,0,21,3,3,5,4
1176,49,0,Travel_Rarely,Research & Development,22,4,1,1,Research Director,2,Married,16413,3,0,16,2,3,4,2
1177,50,0,Travel_Rarely,Research & Development,17,5,4,1,Research Director,1,Divorced,13269,5,0,15,3,3,14,11
1178,20,0,Travel_Rarely,Sales,2,3,3,1,Sales Representative,3,Single,2783,1,0,19,1,3,2,2
1179,34,0,Travel_Rarely,Research & Development,3,3,4,1,Research Scientist,2,Divorced,5433,1,0,12,3,3,11,8
1180,36,0,Travel_Rarely,Research & Development,7,3,1,0,Laboratory Technician,2,Single,2013,2,0,11,3,3,4,3
1181,49,0,Travel_Rarely,Research & Development,6,1,3,1,Healthcare Representative,3,Married,13966,2,1,19,2,3,15,11
1182,36,0,Non-Travel,Research & Development,1,4,4,1,Manufacturing Director,3,Married,4374,0,0,15,3,3,3,2
1183,36,0,Travel_Rarely,Research & Development,3,2,4,0,Healthcare Representative,1,Divorced,6842,6,0,20,1,3,5,4
1184,54,0,Travel_Rarely,Research & Development,22,5,2,1,Manager,3,Married,17426,3,0,25,3,3,10,8
1185,43,0,Travel_Rarely,Research & Development,15,2,3,0,Research Director,3,Married,17603,1,0,24,1,3,14,10
